index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
22,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_620_03_21_17.jpg,"[0.08859493043558217, 0.13136123765472957]",12,23
23,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4094_03_28_41.jpg,"[0.018209277564596945, 0.003050975268600889]",22,43
24,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2877_03_26_06.jpg,"[0.0605560312983477, 0.0293773448666565]",6,10
25,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4070_03_28_38.jpg,"[0.03743762724850001, 0.00429014007912633]",30,58
26,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2884_03_26_07.jpg,"[0.41273458070339186, 0.6381843665520885]",3,6
27,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9274_03_39_48.jpg,"[0.01913324019283726, 0.017156202108092173]",24,47
28,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1035_03_22_11.jpg,"[0.051075261728368564, 0.034386933403039194]",14,27
29,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9291_03_39_50.jpg,"[0.06946977718653231, 0.032441624139887035]",14,27
30,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9926_03_41_12.jpg,"[0.020521264472186586, 0.01385820435123146]",3,6
31,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9544_03_40_23.jpg,"[0.017600295536774693, 0.01582801897923304]",30,60
32,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1283_03_22_42.jpg,"[0.02949870969295809, 0.08343979244988181]",13,26
33,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6503_03_33_50.jpg,"[0.026585827701333692, 0.03448776475996641]",15,29
34,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4376_03_29_17.jpg,"[0.05786466124524989, 0.011760873897246647]",30,58
35,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5916_03_32_35.jpg,"[0.10962883682264449, 0.11174440636852763]",12,22
36,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2049_03_24_20.jpg,"[0.06766140763336, 0.043213012692804136]",27,53
37,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3639_03_27_43.jpg,"[0.050361208032351036, 0.014995161528488697]",17,34
38,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9888_03_41_08.jpg,"[0.05482455639157755, 0.019467409728457813]",18,34
39,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2566_03_25_26.jpg,"[0.005423057623049128, 0.02555339928309385]",14,27
40,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7822_03_36_39.jpg,"[0.010587508848024797, 0.15817880410187693]",8,14
41,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3599_03_27_38.jpg,"[0.023158018354197944, 0.0025859085550388764]",30,59
42,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2891_03_26_08.jpg,"[0.32656420977696266, 0.4293027201050558]",2,2
43,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2805_03_25_57.jpg,"[0.04111425661970556, 0.010554777948803471]",30,59
44,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6530_03_33_54.jpg,"[0.06174698027365866, 0.05187181706229036]",23,44
45,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3596_03_27_38.jpg,"[0.011315978400359146, 0.006348342232138634]",30,60
46,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8057_03_37_09.jpg,"[0.024954550496898743, 0.006293080914057768]",28,55
47,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6467_03_33_46.jpg,"[0.23857568292335748, 0.5313343620361817]",2,3
48,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2005_03_24_15.jpg,"[0.43205891889398973, 0.3838063693877912]",2,3
49,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6485_03_33_48.jpg,"[0.14862431417003086, 0.09643535825954565]",9,16
50,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1298_03_22_44.jpg,"[0.04909296428272355, 0.017675746426818666]",20,39
51,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2881_03_26_06.jpg,"[0.07579505645126272, 0.06255160677873443]",4,8
52,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_670_03_21_23.jpg,"[0.12517739267907735, 0.06275885105774962]",26,51
53,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1012_03_22_08.jpg,"[0.005478377006638829, 0.011238615255736517]",22,43
54,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3611_03_27_40.jpg,"[0.059783786767685504, 0.01692919297162435]",27,53
55,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1268_03_22_41.jpg,"[0.1895508130513662, 0.18157160244919848]",6,11
56,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6558_03_33_57.jpg,"[0.05671801465764422, 0.019882930493743924]",30,59
57,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5384_03_31_27.jpg,"[0.1221633066880256, 0.12014829377574246]",25,49
58,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1318_03_22_47.jpg,"[0.023628584720962048, 0.00874443934181497]",29,57
59,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3657_03_27_46.jpg,"[0.016046430308740162, 0.05898297957137594]",9,16
60,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6237_03_33_16.jpg,"[0.04851615422692537, 0.01878592356027398]",26,52
61,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6219_03_33_14.jpg,"[0.025297835400573, 0.011451097030827157]",30,60
62,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2539_03_25_23.jpg,"[0.08105672680481396, 0.061562962492168846]",9,17
63,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8605_03_38_21.jpg,"[0.02078942284009599, 0.028076668149668138]",15,29
64,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6273_03_33_21.jpg,"[0.03932516680933091, 0.031181432885263]",9,17
65,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6243_03_33_17.jpg,"[0.11265505322937741, 0.04780752010773185]",23,45
66,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2875_03_26_06.jpg,"[0.03718347452961384, 0.07882097081959645]",7,13
67,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2611_03_25_32.jpg,"[0.031955030966841574, 0.031229793706689723]",26,51
68,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_997_03_22_06.jpg,"[0.03360488470157097, 0.024309704229612598]",26,54
69,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4071_03_28_38.jpg,"[0.028594378413767087, 0.000846964283239596]",30,58
70,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6555_03_33_57.jpg,"[0.030468849942245756, 0.01157500013141529]",30,59
71,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9865_03_41_05.jpg,"[0.038061962749310056, 0.029604124623734174]",25,49
72,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6501_03_33_50.jpg,"[0.07696203760042096, 0.04453247940483695]",14,27
73,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9914_03_41_11.jpg,"[0.055920981886242144, 0.0924381165467124]",7,13
74,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1051_03_22_13.jpg,"[0.07656735958296687, 0.05510836025753572]",8,15
75,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8056_03_37_09.jpg,"[0.02550252884006327, 0.014723002882056482]",28,55
76,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4335_03_29_12.jpg,"[0.16823474264737126, 0.12566528863812199]",12,22
77,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_672_03_21_24.jpg,"[0.05775003760721867, 0.021798879194954802]",28,54
78,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6468_03_33_46.jpg,"[0.5512915874746838, 0.5691363340299138]",2,4
79,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2886_03_26_07.jpg,"[0.2553531612302773, 0.25476845823120775]",2,3
80,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_573_03_21_11.jpg,"[0.45341173215128, 0.45380793203488673]",2,3
81,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4122_03_28_45.jpg,"[0.046740484055154595, 0.019493807473276115]",7,14
82,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2540_03_25_23.jpg,"[0.07857174962142259, 0.06019538345304868]",9,17
83,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7846_03_36_42.jpg,"[0.024089130309554743, 0.04938735154255253]",20,39
84,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3640_03_27_43.jpg,"[0.016157010474877657, 0.0049820438946135545]",17,33
85,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7844_03_36_42.jpg,"[0.02163134400962276, 0.012033644222052633]",20,36
86,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2843_03_26_02.jpg,"[0.031509194239775405, 0.030746663366152106]",18,34
87,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6518_03_33_52.jpg,"[0.04058913268289692, 0.004891591955091336]",19,38
88,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8125_03_37_18.jpg,"[0.5955563533110733, 0.5296666974098766]",3,6
89,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5955_03_32_40.jpg,"[0.009051692740907263, 0.01266594762599499]",29,57
90,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6545_03_33_55.jpg,"[0.07021248679205765, 0.05967127066146804]",26,52
91,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_609_03_21_16.jpg,"[0.048691195539194924, 0.02841892131474532]",10,19
92,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2587_03_25_29.jpg,"[0.008922360241349559, 0.007064483803186757]",19,38
93,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2027_03_24_17.jpg,"[0.06934677359950395, 0.04980476468780749]",14,26
94,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9885_03_41_07.jpg,"[0.020311589944131504, 0.007646839844920423]",20,39
95,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4113_03_28_44.jpg,"[0.04369709754313373, 0.020820939279930315]",12,22
96,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6246_03_33_17.jpg,"[0.06195958485381061, 0.03279161885938233]",22,43
97,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7838_03_36_41.jpg,"[0.05960675301999005, 0.0299275877937669]",15,29
98,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6278_03_33_21.jpg,"[0.049198035950918824, 0.12689579437666867]",7,14
99,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5900_03_32_33.jpg,"[0.10378267967680117, 0.09607708676705522]",6,11
100,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6223_03_33_14.jpg,"[0.03648231306282273, 0.012271051890874678]",29,57
101,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2562_03_25_26.jpg,"[0.01902963355069045, 0.07754080444307879]",14,26
102,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_982_03_22_04.jpg,"[0.03969359155999666, 0.00809466487432161]",30,60
103,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9499_03_40_17.jpg,"[0.09289044541069748, 0.1892194171565271]",13,25
104,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8618_03_38_22.jpg,"[0.030384991851232106, 0.009374276917313039]",22,42
105,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4337_03_29_12.jpg,"[0.16111688429042603, 0.12734000668067474]",12,23
106,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6256_03_33_18.jpg,"[0.0313525536546745, 0.015230619472494322]",18,34
107,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9890_03_41_08.jpg,"[0.04330874843820897, 0.02151225053199294]",17,33
108,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5356_03_31_23.jpg,"[0.14102657188065335, 0.15216673205572198]",12,22
109,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2036_03_24_19.jpg,"[0.011657856879026856, 0.041391835909630255]",20,39
110,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1048_03_22_12.jpg,"[0.023256116498402573, 0.03322514590679648]",9,17
111,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6484_03_33_48.jpg,"[0.06975071058158429, 0.052873822698333135]",8,14
112,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6813_03_34_30.jpg,"[0.04388098761273593, 0.015285402916845686]",26,51
113,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3618_03_27_41.jpg,"[0.02006886442842329, 0.021766077942161028]",25,49
114,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1276_03_22_42.jpg,"[0.061304132199731354, 0.05671026945865987]",9,17
115,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6266_03_33_20.jpg,"[0.04837258167417669, 0.027672253169855925]",12,24
116,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9492_03_40_16.jpg,"[0.0199346094413428, 0.016893467131605958]",9,18
117,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1284_03_22_43.jpg,"[0.09594930259779007, 0.05575591739092414]",13,26
118,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9264_03_39_47.jpg,"[0.0464008324160805, 0.008160974633028836]",30,59
119,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4101_03_28_42.jpg,"[0.030960864290359234, 0.01699275017764957]",19,34
120,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5332_03_31_20.jpg,"[0.4847696185007709, 0.5423744494297293]",2,2
121,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8095_03_37_14.jpg,"[0.020508899652337577, 0.02297356928189439]",16,32
122,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8099_03_37_15.jpg,"[0.019681335738085684, 0.027544297700041534]",14,27
123,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9266_03_39_47.jpg,"[0.01864462470515616, 0.01426929044830769]",28,55
124,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6480_03_33_47.jpg,"[0.10928572772209603, 0.10224129469373791]",6,11
125,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4331_03_29_12.jpg,"[0.01937004700330974, 0.06688378063110872]",10,19
126,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6242_03_33_17.jpg,"[0.048008903607907924, 0.015115948892360374]",24,48
127,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7819_03_36_39.jpg,"[0.16149831847240212, 0.19519161541869148]",6,11
128,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1270_03_22_41.jpg,"[0.1591178855478286, 0.17179824362289456]",7,13
129,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9529_03_40_21.jpg,"[0.036671711630367115, 0.020860488109784817]",24,47
130,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9513_03_40_19.jpg,"[0.05107948100338813, 0.028492724133531315]",19,34
131,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_574_03_21_11.jpg,"[0.31754539222058276, 0.30917491755483484]",2,4
132,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2595_03_25_30.jpg,"[0.01234788414784974, 0.0035074784849300268]",21,42
133,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8613_03_38_22.jpg,"[0.025195693784474605, 0.005798347799367582]",19,37
134,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_981_03_22_04.jpg,"[0.040520745266955, 0.007289925513821783]",30,60
135,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3646_03_27_44.jpg,"[0.04496868155215173, 0.04308691137306026]",14,27
136,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1279_03_22_42.jpg,"[0.047115237718349676, 0.04320421981618111]",11,21
137,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1293_03_22_44.jpg,"[0.02429939084802914, 0.02737023697280373]",18,34
138,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2623_03_25_33.jpg,"[0.038480256986665275, 0.019408210730845765]",30,58
139,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6543_03_33_55.jpg,"[0.20833332600820312, 0.11909842430695167]",26,51
140,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2560_03_25_25.jpg,"[0.053169369962031816, 0.10309833255519561]",13,26
141,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_603_03_21_15.jpg,"[0.05944946782342779, 0.08568035121807624]",9,17
142,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9846_03_41_02.jpg,"[0.03669931272112006, 0.012302323947733992]",30,59
143,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2873_03_26_05.jpg,"[0.03466497755023383, 0.011878621984198628]",9,17
144,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8576_03_38_17.jpg,"[0.043463103582674315, 0.6963965931426075]",2,4
145,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6287_03_33_22.jpg,"[0.03740428325563714, 0.053977634553711344]",4,7
146,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8101_03_37_15.jpg,"[0.08977691345147658, 0.13615595504737402]",13,26
147,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8102_03_37_15.jpg,"[0.11528067291342055, 0.14311723723993514]",12,23
148,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8594_03_38_19.jpg,"[0.06606277120928467, 0.0640949286606203]",9,17
149,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5350_03_31_22.jpg,"[0.05275781484449949, 0.07315097990397605]",9,17
150,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9495_03_40_17.jpg,"[0.12440567555779256, 0.04636076694910598]",11,21
151,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6510_03_33_51.jpg,"[0.09476860880481827, 0.038528473867236165]",17,33
152,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6817_03_34_30.jpg,"[0.003582750502020486, 0.026040085004179002]",24,46
153,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_626_03_21_18.jpg,"[0.045170972348922575, 0.06647691893780139]",14,26
154,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6253_03_33_18.jpg,"[0.025517765110967202, 0.00546460078667574]",19,37
155,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5957_03_32_40.jpg,"[0.04952608458368911, 0.015939898776786615]",30,58
156,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2859_03_26_04.jpg,"[0.058817162580914115, 0.16400567140542188]",13,26
157,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7872_03_36_46.jpg,"[0.037399360768114315, 0.01543270271523074]",30,60
158,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_684_03_21_25.jpg,"[0.05398017397828937, 0.019140697017064414]",30,59
159,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5369_03_31_25.jpg,"[0.05286991863772735, 0.02555699289353978]",19,37
160,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6849_03_34_34.jpg,"[0.15725542723294728, 0.16674392610542946]",6,11
161,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4356_03_29_15.jpg,"[0.046884115208945226, 0.04160255910939628]",22,43
162,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4090_03_28_41.jpg,"[0.010611769679387229, 0.010823323869840584]",24,46
163,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6815_03_34_30.jpg,"[0.02130487760498479, 0.006701433573401165]",24,46
164,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5929_03_32_36.jpg,"[0.022127870637965508, 0.02875888068592085]",19,34
165,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7871_03_36_46.jpg,"[0.043342912845658964, 0.01921643044571761]",30,59
166,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_683_03_21_25.jpg,"[0.02150640658821043, 0.019084900480406456]",30,59
167,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2050_03_24_20.jpg,"[0.008931619205975808, 0.0168836038178288]",28,54
168,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6234_03_33_16.jpg,"[0.11745447856411975, 0.06307218330471666]",26,52
169,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9918_03_41_11.jpg,"[0.05673389554000946, 0.0353583742353423]",4,8
170,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8574_03_38_16.jpg,"[0.5001094374458197, 0.6182246704224357]",2,3
171,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4377_03_29_17.jpg,"[0.0071734121447026185, 0.010873557956286993]",30,59
172,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9289_03_39_50.jpg,"[0.04019246223001692, 0.008331957853448554]",15,29
173,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1062_03_22_14.jpg,"[0.05087379134618491, 0.14682175262101796]",4,6
174,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1052_03_22_13.jpg,"[0.06822597007139306, 0.06544459699235833]",7,13
175,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_645_03_21_20.jpg,"[0.04080578073494264, 0.012283514837740369]",20,39
176,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9309_03_39_53.jpg,"[0.03534574585443042, 0.008584141377987135]",6,11
177,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9925_03_41_12.jpg,"[0.030593552959490334, 0.05367573304635424]",4,6
178,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9473_03_40_14.jpg,"[0.001839662509567335, 0.02943228123060131]",6,11
179,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4320_03_29_10.jpg,"[0.05291181838271322, 0.03364693637541379]",5,9
180,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6488_03_33_48.jpg,"[0.13861660403094297, 0.06227761309718088]",9,17
181,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5395_03_31_28.jpg,"[0.036433791400097865, 0.02010640336461336]",30,59
182,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2024_03_24_17.jpg,"[0.04585291267395793, 0.12270323611310892]",12,22
183,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8084_03_37_13.jpg,"[0.044603069651498996, 0.012256409839802388]",20,39
184,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4324_03_29_11.jpg,"[0.10054122164302907, 0.1902692483954195]",6,11
185,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4321_03_29_10.jpg,"[0.0811353694030951, 0.04174844440154201]",6,11
